Timestamp,Location,Family member,Age,Male members,Female members,Building age,Land size,Male guest room,Female guest room,Living room,Outside room,,total family members ,,,,
2019/05/24 6:22:04 pm GMT-6,4.00,1.00,41.00,3.00,3.00,2016.00,250.00,6.00,0.00,360.00,180.00,,6.00,,,,
2019/05/24 9:40:34 pm GMT-6,5.00,2.00,41.00,3.00,4.00,2014.00,459.00,20.00,13.00,360.00,360.00,,7.00,,,,
2019/05/25 7:40:26 am GMT-6,5.00,1.00,41.00,2.00,4.00,2008.00,350.00,150.00,250.00,360.00,150.00,,6.00,,,,
2019/05/25 7:47:43 am GMT-6,2.00,2.00,41.00,1.00,3.00,2018.00,300.00,4.00,0.00,360.00,360.00,,4.00,,,,
2019/05/25 7:52:58 am GMT-6,2.00,3.00,41.00,2.00,2.00,2012.00,450.00,2.00,0.00,360.00,0.00,,4.00,,,,
2019/05/25 8:21:06 am GMT-6,4.00,4.00,41.00,2.00,3.00,2017.00,550.00,8.00,14.00,360.00,36.00,,5.00,,,,
2019/05/22 3:24:42 am GMT-6,2.00,1.00,42.00,3.00,3.00,2009.00,3500.00,2.00,4.00,360.00,360.00,,6.00,,,,
2019/05/22 12:39:58 pm GMT-6,1.00,1.00,42.00,2.00,2.00,2005.00,200.00,50.00,200.00,360.00,100.00,,4.00,,,,
2019/05/24 12:41:03 pm GMT-6,5.00,2.00,42.00,2.00,3.00,2014.00,400.00,3.00,9.00,360.00,0.00,,5.00,,,,
2019/05/24 1:46:15 pm GMT-6,2.00,2.00,42.00,3.00,4.00,2002.00,730.00,4.00,4.00,10.00,360.00,,7.00,,,,
2019/05/24 5:47:42 pm GMT-6,5.00,1.00,42.00,2.00,4.00,1989.00,500.00,30.00,50.00,360.00,0.00,,6.00,,,,
2019/05/24 5:51:45 pm GMT-6,2.00,3.00,42.00,3.00,4.00,2013.00,550.00,100.00,50.00,360.00,360.00,,7.00,,,,
2019/05/24 6:05:21 pm GMT-6,5.00,1.00,42.00,3.00,2.00,2011.00,450.00,2.00,1.00,300.00,300.00,,5.00,,,,
2019/05/24 6:33:58 pm GMT-6,2.00,4.00,42.00,3.00,2.00,1983.00,500.00,50.00,50.00,360.00,360.00,,5.00,,,,
2019/05/24 9:08:15 pm GMT-6,2.00,1.00,42.00,3.00,4.00,2016.00,400.00,50.00,60.00,360.00,300.00,,7.00,,,,
2019/05/24 9:24:36 pm GMT-6,4.00,1.00,42.00,2.00,4.00,2012.00,400.00,1.00,0.00,360.00,150.00,,6.00,,,,
2019/05/25 8:19:21 am GMT-6,1.00,2.00,42.00,5.00,5.00,1989.00,500.00,150.00,10.00,350.00,250.00,,10.00,,,,
2019/05/25 5:45:01 pm GMT-6,2.00,3.00,42.00,3.00,3.00,1978.00,450.00,100.00,200.00,100.00,360.00,,6.00,,,,
2019/05/22 12:27:44 pm GMT-6,2.00,1.00,43.00,3.00,5.00,2018.00,450.00,2.00,0.00,350.00,6.00,,8.00,,,,
2019/05/22 1:43:09 pm GMT-6,5.00,1.00,43.00,6.00,3.00,2012.00,700.00,8.00,4.00,360.00,360.00,,9.00,,,,
2019/05/22 6:36:42 pm GMT-6,2.00,2.00,43.00,3.00,1.00,2008.00,300.00,10.00,20.00,360.00,0.00,,4.00,,,,
2019/05/24 12:09:35 am GMT-6,4.00,1.00,43.00,4.00,4.00,1989.00,370.00,5.00,5.00,360.00,230.00,,8.00,,,,
2019/05/24 1:05:27 pm GMT-6,2.00,3.00,43.00,2.00,2.00,2015.00,875.00,3.00,5.00,0.00,60.00,,4.00,,,,
2019/05/24 5:50:36 pm GMT-6,2.00,1.00,43.00,3.00,4.00,2015.00,550.00,8.00,0.00,360.00,0.00,,7.00,,,,
2019/05/24 5:50:53 pm GMT-6,3.00,1.00,43.00,11.00,3.00,2004.00,400.00,25.00,33.00,360.00,0.00,,14.00,,,,
2019/05/24 6:34:10 pm GMT-6,3.00,1.00,43.00,2.00,4.00,1996.00,476.00,15.00,25.00,360.00,0.00,,6.00,,,,
2019/05/24 7:55:10 pm GMT-6,2.00,2.00,43.00,4.00,1.00,2000.00,5000.00,360.00,30.00,360.00,360.00,,5.00,,,,
2019/05/25 9:24:26 am GMT-6,2.00,2.00,43.00,4.00,3.00,2015.00,700.00,20.00,10.00,360.00,100.00,,7.00,,,,
2019/05/25 1:34:08 pm GMT-6,5.00,1.00,43.00,4.00,3.00,1979.00,500.00,44.00,32.00,360.00,360.00,,7.00,,,,
2019/05/22 12:44:53 pm GMT-6,1.00,3.00,44.00,5.00,2.00,2002.00,600.00,300.00,0.00,360.00,0.00,,7.00,,,,
2019/05/24 12:17:55 pm GMT-6,2.00,2.00,44.00,4.00,3.00,2013.00,315.00,5.00,6.00,360.00,0.00,,7.00,,,,
2019/05/24 5:02:47 pm GMT-6,1.00,1.00,44.00,4.00,4.00,2017.00,3000.00,12.00,12.00,180.00,0.00,,8.00,,,,
2019/05/24 5:47:24 pm GMT-6,4.00,1.00,44.00,1.00,4.00,2017.00,370.00,3.00,10.00,360.00,0.00,,5.00,,,,
2019/05/24 6:06:39 pm GMT-6,2.00,1.00,44.00,1.00,5.00,2008.00,800.00,150.00,200.00,360.00,360.00,,6.00,,,,
2019/05/24 6:17:44 pm GMT-6,1.00,1.00,44.00,2.00,4.00,2013.00,300.00,50.00,40.00,360.00,0.00,,6.00,,,,
2019/05/24 6:48:58 pm GMT-6,4.00,3.00,44.00,6.00,2.00,1992.00,900.00,15.00,15.00,50.00,360.00,,8.00,,,,
2019/05/24 8:34:11 pm GMT-6,5.00,2.00,44.00,2.00,4.00,2018.00,250.00,8.00,0.00,360.00,6.00,,6.00,,,,
2019/05/24 8:36:41 pm GMT-6,5.00,3.00,44.00,4.00,3.00,2014.00,250.00,3.00,7.00,360.00,50.00,,7.00,,,,
2019/05/25 9:11:32 am GMT-6,2.00,1.00,44.00,1.00,5.00,2008.00,800.00,150.00,200.00,360.00,360.00,,6.00,,,,
2019/05/26 3:15:17 pm GMT-6,4.00,1.00,44.00,6.00,1.00,2008.00,750.00,360.00,360.00,360.00,360.00,,7.00,,,,
2019/05/31 10:43:50 am GMT-6,2.00,2.00,44.00,3.00,0.00,2013.00,400.00,300.00,200.00,360.00,60.00,,3.00,,,,
2019/05/22 2:30:14 pm GMT-6,5.00,1.00,45.00,3.00,4.00,1996.00,600.00,1.00,0.00,360.00,360.00,,7.00,,,,
2019/05/22 5:54:13 pm GMT-6,2.00,2.00,45.00,2.00,4.00,2018.00,350.00,2.00,2.00,360.00,360.00,,6.00,,,,
2019/05/22 6:47:04 pm GMT-6,3.00,1.00,45.00,3.00,6.00,2014.00,360.00,2.00,52.00,360.00,360.00,,9.00,,,,
2019/05/22 8:03:43 pm GMT-6,3.00,2.00,45.00,2.00,4.00,2018.00,375.00,3.00,10.00,360.00,360.00,,6.00,,,,
2019/05/24 11:52:11 am GMT-6,2.00,1.00,45.00,8.00,4.00,2004.00,700.00,4.00,0.00,340.00,0.00,,12.00,,,,
2019/05/24 12:39:51 pm GMT-6,2.00,4.00,45.00,4.00,2.00,2014.00,440.00,15.00,0.00,360.00,360.00,,6.00,,,,
2019/05/24 12:47:32 pm GMT-6,5.00,2.00,45.00,7.00,5.00,2014.00,450.00,10.00,9.00,360.00,0.00,,12.00,,,,
2019/05/24 5:22:42 pm GMT-6,2.00,2.00,45.00,4.00,0.00,2014.00,450.00,24.00,0.00,360.00,360.00,,4.00,,,,
2019/05/24 5:47:09 pm GMT-6,1.00,1.00,45.00,5.00,4.00,2009.00,600.00,100.00,50.00,360.00,200.00,,9.00,,,,
2019/05/24 5:51:33 pm GMT-6,5.00,3.00,45.00,2.00,2.00,2003.00,300.00,2.00,2.00,360.00,0.00,,4.00,,,,
2019/05/24 5:52:06 pm GMT-6,3.00,2.00,45.00,2.00,7.00,2014.00,250.00,360.00,52.00,360.00,0.00,,9.00,,,,
2019/05/24 5:52:18 pm GMT-6,5.00,1.00,45.00,5.00,3.00,2016.00,600.00,3.00,12.00,360.00,4.00,,8.00,,,,
2019/05/24 5:54:42 pm GMT-6,5.00,3.00,45.00,2.00,2.00,1999.00,400.00,0.00,17.00,360.00,0.00,,4.00,,,,
2019/05/24 5:55:17 pm GMT-6,5.00,2.00,45.00,4.00,3.00,2018.00,375.00,20.00,50.00,360.00,360.00,,7.00,,,,
2019/05/24 6:11:02 pm GMT-6,4.00,1.00,45.00,3.00,7.00,2007.00,599.00,20.00,100.00,80.00,90.00,,10.00,,,,
2019/05/24 6:14:00 pm GMT-6,3.00,1.00,45.00,3.00,3.00,1990.00,900.00,12.00,12.00,360.00,0.00,,6.00,,,,
2019/05/24 6:14:55 pm GMT-6,4.00,1.00,45.00,3.00,3.00,2005.00,300.00,2.00,0.00,360.00,360.00,,6.00,,,,
2019/05/24 6:18:50 pm GMT-6,3.00,3.00,45.00,6.00,3.00,2016.00,600.00,8.00,15.00,360.00,360.00,,9.00,,,,
2019/05/24 6:20:40 pm GMT-6,4.00,3.00,45.00,4.00,4.00,2015.00,200.00,10.00,20.00,360.00,360.00,,8.00,,,,
2019/05/24 6:22:58 pm GMT-6,4.00,1.00,45.00,7.00,5.00,2013.00,600.00,10.00,15.00,360.00,360.00,,12.00,,,,
2019/05/25 7:37:26 am GMT-6,2.00,4.00,45.00,1.00,2.00,2007.00,300.00,1.00,14.00,360.00,360.00,,3.00,,,,
2019/05/25 7:51:10 am GMT-6,1.00,2.00,45.00,1.00,2.00,2011.00,200.00,30.00,6.00,360.00,0.00,,3.00,,,,
2019/05/25 10:17:51 am GMT-6,1.00,1.00,45.00,6.00,2.00,2005.00,400.00,30.00,90.00,360.00,300.00,,8.00,,,,
2019/05/25 5:14:26 pm GMT-6,1.00,1.00,45.00,8.00,4.00,2014.00,750.00,6.00,100.00,360.00,250.00,,12.00,,,,
2019/05/25 5:28:51 pm GMT-6,4.00,1.00,45.00,1.00,1.00,2014.00,1100.00,2.00,10.00,360.00,5.00,,2.00,,,,
2019/05/22 3:07:56 pm GMT-6,5.00,2.00,46.00,4.00,3.00,2014.00,430.00,10.00,10.00,360.00,0.00,,7.00,,,,
2019/05/24 3:25:00 pm GMT-6,4.00,3.00,46.00,4.00,1.00,2012.00,350.00,4.00,7.00,360.00,360.00,,5.00,,,,
2019/05/24 3:31:13 pm GMT-6,2.00,2.00,46.00,3.00,2.00,2008.00,312.00,15.00,25.00,40.00,20.00,,5.00,,,,
2019/05/24 6:33:07 pm GMT-6,4.00,1.00,46.00,2.00,5.00,2018.00,1200.00,5.00,16.00,360.00,4.00,,7.00,,,,
2019/05/24 7:31:02 pm GMT-6,4.00,1.00,46.00,5.00,5.00,1989.00,380.00,52.00,52.00,360.00,360.00,,10.00,,,,
2019/05/25 9:12:28 am GMT-6,2.00,1.00,46.00,3.00,2.00,2007.00,312.00,30.00,0.00,40.00,0.00,,5.00,,,,
2019/05/25 2:25:08 pm GMT-6,3.00,3.00,46.00,2.00,5.00,2009.00,400.00,8.00,12.00,200.00,0.00,,7.00,,,,
2019/05/30 5:35:42 am GMT-6,2.00,1.00,46.00,3.00,3.00,2018.00,322.00,7.00,10.00,250.00,100.00,,6.00,,,,
2019/05/22 1:12:46 pm GMT-6,2.00,1.00,47.00,0.00,5.00,2015.00,375.00,5.00,6.00,360.00,120.00,,5.00,,,,
2019/05/22 1:23:11 pm GMT-6,2.00,1.00,47.00,3.00,3.00,2013.00,875.00,12.00,8.00,360.00,100.00,,6.00,,,,
2019/05/22 2:00:42 pm GMT-6,2.00,1.00,47.00,3.00,3.00,2013.00,350.00,4.00,0.00,360.00,5.00,,6.00,,,,
2019/05/24 12:23:42 pm GMT-6,2.00,3.00,47.00,3.00,3.00,2011.00,500.00,5.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 12:24:55 pm GMT-6,2.00,1.00,47.00,1.00,1.00,2010.00,300.00,0.00,0.00,360.00,0.00,,2.00,,,,
2019/05/24 1:23:51 pm GMT-6,2.00,1.00,47.00,2.00,1.00,2007.00,720.00,1.00,2.00,360.00,0.00,,3.00,,,,
2019/05/24 1:55:55 pm GMT-6,2.00,2.00,47.00,2.00,0.00,2014.00,900.00,24.00,50.00,360.00,0.00,,2.00,,,,
2019/05/24 3:01:51 pm GMT-6,3.00,1.00,47.00,5.00,2.00,2003.00,400.00,5.00,3.00,350.00,100.00,,7.00,,,,
2019/05/24 3:13:49 pm GMT-6,1.00,2.00,47.00,6.00,2.00,2014.00,400.00,6.00,15.00,200.00,300.00,,8.00,,,,
2019/05/24 3:20:43 pm GMT-6,1.00,2.00,47.00,6.00,2.00,2014.00,400.00,6.00,15.00,200.00,300.00,,8.00,,,,
2019/05/24 5:48:04 pm GMT-6,4.00,2.00,47.00,0.00,3.00,2007.00,400.00,12.00,48.00,48.00,48.00,,3.00,,,,
2019/05/24 5:48:16 pm GMT-6,4.00,2.00,47.00,3.00,4.00,1998.00,400.00,360.00,0.00,360.00,0.00,,7.00,,,,
2019/05/24 5:50:24 pm GMT-6,2.00,2.00,47.00,3.00,3.00,2014.00,250.00,20.00,3.00,0.00,10.00,,6.00,,,,
2019/05/24 6:00:28 pm GMT-6,2.00,3.00,47.00,4.00,3.00,2013.00,250.00,6.00,0.00,360.00,0.00,,7.00,,,,
2019/05/24 6:30:10 pm GMT-6,2.00,1.00,47.00,2.00,4.00,2018.00,400.00,6.00,16.00,360.00,0.00,,6.00,,,,
2019/05/24 6:32:20 pm GMT-6,2.00,2.00,47.00,3.00,3.00,2013.00,439.00,12.00,2.00,360.00,100.00,,6.00,,,,
2019/05/24 6:46:40 pm GMT-6,1.00,1.00,47.00,7.00,3.00,1990.00,576.00,12.00,360.00,360.00,360.00,,10.00,,,,
2019/05/24 7:19:02 pm GMT-6,2.00,2.00,47.00,1.00,3.00,2010.00,450.00,60.00,70.00,360.00,40.00,,4.00,,,,
2019/05/24 7:57:03 pm GMT-6,4.00,1.00,47.00,4.00,2.00,1994.00,750.00,1.00,10.00,360.00,360.00,,6.00,,,,
2019/05/24 8:42:34 pm GMT-6,2.00,2.00,47.00,2.00,4.00,2013.00,500.00,4.00,1.00,360.00,0.00,,6.00,,,,
2019/05/25 4:58:14 am GMT-6,2.00,3.00,47.00,6.00,2.00,2016.00,355.00,12.00,0.00,360.00,250.00,,8.00,,,,
2019/05/25 5:52:53 am GMT-6,2.00,1.00,47.00,4.00,4.00,2019.00,500.00,12.00,12.00,360.00,360.00,,8.00,,,,
2019/05/22 12:24:04 pm GMT-6,4.00,2.00,48.00,8.00,5.00,2015.00,250.00,3.00,3.00,360.00,0.00,,13.00,,,,
2019/05/22 1:43:52 pm GMT-6,2.00,1.00,48.00,2.00,2.00,2013.00,500.00,5.00,1.00,360.00,360.00,,4.00,,,,
2019/05/22 4:44:13 pm GMT-6,5.00,1.00,48.00,4.00,2.00,2012.00,1000.00,4.00,1.00,1.00,20.00,,6.00,,,,
2019/05/22 6:41:20 pm GMT-6,5.00,1.00,48.00,2.00,1.00,2013.00,300.00,30.00,20.00,360.00,0.00,,3.00,,,,
2019/05/24 5:47:04 pm GMT-6,2.00,1.00,48.00,3.00,4.00,2010.00,700.00,12.00,5.00,360.00,10.00,,7.00,,,,
2019/05/24 5:47:27 pm GMT-6,2.00,1.00,48.00,4.00,3.00,2010.00,500.00,8.00,0.00,360.00,0.00,,7.00,,,,
2019/05/24 5:50:13 pm GMT-6,1.00,1.00,48.00,6.00,2.00,1989.00,400.00,96.00,0.00,360.00,0.00,,8.00,,,,
2019/05/24 6:00:40 pm GMT-6,4.00,2.00,48.00,4.00,5.00,1980.00,500.00,5.00,30.00,360.00,40.00,,9.00,,,,
2019/05/24 6:14:45 pm GMT-6,4.00,1.00,48.00,4.00,3.00,1979.00,300.00,10.00,6.00,360.00,0.00,,7.00,,,,
2019/05/24 6:17:07 pm GMT-6,2.00,1.00,48.00,3.00,3.00,2013.00,300.00,10.00,5.00,360.00,0.00,,6.00,,,,
2019/05/24 6:19:56 pm GMT-6,3.00,2.00,48.00,0.00,5.00,2003.00,650.00,15.00,5.00,360.00,360.00,,5.00,,,,
2019/05/24 6:59:04 pm GMT-6,4.00,2.00,48.00,3.00,4.00,2016.00,500.00,0.00,30.00,360.00,0.00,,7.00,,,,
2019/05/24 7:31:23 pm GMT-6,3.00,2.00,48.00,3.00,6.00,1978.00,800.00,150.00,0.00,360.00,260.00,,9.00,,,,
2019/05/24 7:32:33 pm GMT-6,5.00,2.00,48.00,2.00,2.00,2012.00,350.00,3.00,4.00,360.00,50.00,,4.00,,,,
2019/05/24 8:08:04 pm GMT-6,4.00,2.00,48.00,3.00,6.00,2005.00,375.00,1.00,0.00,360.00,360.00,,9.00,,,,
2019/05/25 6:00:50 pm GMT-6,2.00,2.00,48.00,8.00,5.00,2010.00,400.00,0.00,70.00,360.00,0.00,,13.00,,,,
2019/05/25 6:31:03 pm GMT-6,3.00,1.00,48.00,3.00,3.00,1984.00,480.00,8.00,8.00,360.00,0.00,,6.00,,,,
2019/05/26 6:44:32 am GMT-6,5.00,3.00,48.00,4.00,2.00,2015.00,500.00,3.00,2.00,50.00,360.00,,6.00,,,,
2019/05/26 2:54:29 pm GMT-6,5.00,3.00,48.00,4.00,2.00,2015.00,500.00,3.00,2.00,50.00,360.00,,6.00,,,,
2019/05/22 4:12:47 am GMT-6,1.00,4.00,49.00,3.00,5.00,2007.00,550.00,9.00,14.00,340.00,9.00,,8.00,,,,
2019/05/22 1:24:02 pm GMT-6,2.00,4.00,49.00,3.00,4.00,2000.00,325.00,4.00,2.00,360.00,0.00,,7.00,,,,
2019/05/22 6:50:55 pm GMT-6,2.00,1.00,49.00,3.00,1.00,2001.00,500.00,15.00,30.00,360.00,0.00,,4.00,,,,
2019/05/24 4:27:00 pm GMT-6,2.00,2.00,49.00,3.00,4.00,2007.00,600.00,4.00,25.00,360.00,150.00,,7.00,,,,
2019/05/24 5:58:43 pm GMT-6,1.00,3.00,49.00,2.00,4.00,2014.00,240.00,10.00,15.00,360.00,0.00,,6.00,,,,
2019/05/24 8:38:31 pm GMT-6,5.00,3.00,49.00,4.00,4.00,2009.00,10000.00,100.00,100.00,360.00,0.00,,8.00,,,,
2019/05/25 6:23:53 am GMT-6,2.00,1.00,49.00,2.00,1.00,2015.00,350.00,50.00,100.00,360.00,0.00,,3.00,,,,
2019/05/25 5:54:02 pm GMT-6,5.00,2.00,49.00,3.00,4.00,1989.00,315.00,0.00,0.00,360.00,0.00,,7.00,,,,
2019/05/22 3:33:42 am GMT-6,2.00,1.00,50.00,3.00,3.00,2005.00,500.00,5.00,100.00,360.00,150.00,,6.00,,,,
2019/05/22 8:46:09 am GMT-6,2.00,2.00,50.00,2.00,2.00,2007.00,500.00,150.00,0.00,360.00,100.00,,4.00,,,,
2019/05/22 8:47:14 am GMT-6,4.00,1.00,50.00,4.00,2.00,2013.00,450.00,20.00,50.00,360.00,360.00,,6.00,,,,
2019/05/22 11:51:56 am GMT-6,2.00,1.00,50.00,3.00,3.00,2005.00,500.00,50.00,100.00,360.00,200.00,,6.00,,,,
2019/05/22 12:07:27 pm GMT-6,4.00,2.00,50.00,2.00,0.00,2013.00,500.00,1.00,0.00,360.00,0.00,,2.00,,,,
2019/05/22 1:11:29 pm GMT-6,2.00,2.00,50.00,4.00,0.00,2006.00,800.00,5.00,4.00,360.00,10.00,,4.00,,,,
2019/05/22 2:25:45 pm GMT-6,2.00,2.00,50.00,2.00,5.00,1997.00,200.00,5.00,0.00,360.00,0.00,,7.00,,,,
2019/05/22 6:08:29 pm GMT-6,2.00,1.00,50.00,3.00,4.00,2007.00,350.00,150.00,80.00,360.00,250.00,,7.00,,,,
2019/05/22 6:48:37 pm GMT-6,1.00,2.00,50.00,3.00,2.00,2006.00,1000.00,25.00,10.00,360.00,200.00,,5.00,,,,
2019/05/22 7:18:05 pm GMT-6,5.00,3.00,50.00,3.00,3.00,2009.00,350.00,15.00,25.00,360.00,360.00,,6.00,,,,
2019/05/23 7:33:31 pm GMT-6,2.00,2.00,50.00,1.00,5.00,1999.00,700.00,4.00,12.00,360.00,300.00,,6.00,,,,
2019/05/24 11:53:12 am GMT-6,4.00,4.00,50.00,7.00,3.00,1986.00,550.00,200.00,200.00,360.00,0.00,,10.00,,,,
2019/05/24 12:23:59 pm GMT-6,2.00,1.00,50.00,7.00,4.00,2014.00,300.00,5.00,0.00,360.00,0.00,,11.00,,,,
2019/05/24 12:26:52 pm GMT-6,1.00,1.00,50.00,5.00,3.00,2008.00,500.00,3.00,0.00,360.00,4.00,,8.00,,,,
2019/05/24 12:27:08 pm GMT-6,2.00,1.00,50.00,3.00,3.00,2004.00,400.00,156.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 12:28:43 pm GMT-6,2.00,1.00,50.00,3.00,3.00,2016.00,500.00,8.00,10.00,360.00,360.00,,6.00,,,,
2019/05/24 12:32:11 pm GMT-6,1.00,2.00,50.00,1.00,4.00,1998.00,240.00,8.00,8.00,40.00,0.00,,5.00,,,,
2019/05/24 1:03:04 pm GMT-6,2.00,1.00,50.00,3.00,3.00,2008.00,300.00,1.00,0.00,360.00,200.00,,6.00,,,,
2019/05/24 1:21:43 pm GMT-6,2.00,1.00,50.00,8.00,4.00,2010.00,500.00,15.00,30.00,200.00,100.00,,12.00,,,,
2019/05/24 1:51:03 pm GMT-6,2.00,1.00,50.00,1.00,2.00,2005.00,600.00,20.00,20.00,360.00,20.00,,3.00,,,,
2019/05/24 4:14:08 pm GMT-6,1.00,1.00,50.00,3.00,2.00,1994.00,500.00,52.00,0.00,360.00,0.00,,5.00,,,,
2019/05/24 5:48:30 pm GMT-6,4.00,1.00,50.00,5.00,4.00,2014.00,1600.00,20.00,0.00,360.00,360.00,,9.00,,,,
2019/05/24 5:50:06 pm GMT-6,4.00,1.00,50.00,4.00,3.00,2019.00,600.00,30.00,10.00,360.00,360.00,,7.00,,,,
2019/05/24 5:51:32 pm GMT-6,3.00,1.00,50.00,4.00,5.00,1990.00,600.00,60.00,100.00,360.00,0.00,,9.00,,,,
2019/05/24 5:52:24 pm GMT-6,1.00,1.00,50.00,3.00,4.00,1999.00,480.00,360.00,360.00,360.00,75.00,,7.00,,,,
2019/05/24 5:54:09 pm GMT-6,1.00,2.00,50.00,4.00,3.00,2006.00,375.00,15.00,10.00,360.00,360.00,,7.00,,,,
2019/05/24 5:55:26 pm GMT-6,5.00,1.00,50.00,3.00,4.00,1999.00,600.00,1.00,0.00,360.00,360.00,,7.00,,,,
2019/05/24 5:56:24 pm GMT-6,1.00,1.00,50.00,4.00,3.00,2012.00,350.00,4.00,20.00,360.00,4.00,,7.00,,,,
2019/05/24 5:57:27 pm GMT-6,5.00,2.00,50.00,2.00,4.00,2018.00,400.00,3.00,20.00,360.00,0.00,,6.00,,,,
2019/05/24 6:00:57 pm GMT-6,1.00,1.00,50.00,0.00,2.00,1994.00,300.00,4.00,360.00,360.00,0.00,,2.00,,,,
2019/05/24 6:01:51 pm GMT-6,4.00,1.00,50.00,4.00,4.00,2002.00,450.00,7.00,10.00,360.00,0.00,,8.00,,,,
2019/05/24 6:03:10 pm GMT-6,4.00,2.00,50.00,6.00,3.00,2000.00,500.00,50.00,0.00,360.00,0.00,,9.00,,,,
2019/05/24 6:04:39 pm GMT-6,3.00,1.00,50.00,5.00,2.00,2011.00,500.00,24.00,30.00,360.00,20.00,,7.00,,,,
2019/05/24 6:05:31 pm GMT-6,2.00,1.00,50.00,3.00,4.00,2012.00,700.00,20.00,8.00,360.00,50.00,,7.00,,,,
2019/05/24 6:07:54 pm GMT-6,2.00,3.00,50.00,1.00,1.00,2017.00,400.00,1.00,3.00,360.00,60.00,,2.00,,,,
2019/05/24 6:08:45 pm GMT-6,1.00,1.00,50.00,6.00,1.00,2005.00,600.00,2.00,5.00,360.00,0.00,,7.00,,,,
2019/05/24 6:15:18 pm GMT-6,1.00,1.00,50.00,7.00,4.00,2016.00,300.00,120.00,240.00,360.00,0.00,,11.00,,,,
2019/05/24 6:24:39 pm GMT-6,4.00,1.00,50.00,3.00,4.00,2014.00,450.00,20.00,0.00,360.00,360.00,,7.00,,,,
2019/05/24 6:28:14 pm GMT-6,3.00,2.00,50.00,4.00,3.00,1999.00,650.00,5.00,0.00,360.00,200.00,,7.00,,,,
2019/05/24 6:33:42 pm GMT-6,1.00,2.00,50.00,3.00,2.00,1997.00,300.00,40.00,0.00,360.00,0.00,,5.00,,,,
2019/05/24 6:34:25 pm GMT-6,4.00,3.00,50.00,3.00,6.00,2004.00,850.00,1.00,5.00,6.00,0.00,,9.00,,,,
2019/05/24 6:41:04 pm GMT-6,3.00,1.00,50.00,3.00,7.00,1983.00,190.00,10.00,6.00,360.00,0.00,,10.00,,,,
2019/05/24 6:42:07 pm GMT-6,1.00,2.00,50.00,5.00,3.00,1999.00,500.00,200.00,200.00,360.00,360.00,,8.00,,,,
2019/05/24 6:44:26 pm GMT-6,4.00,1.00,50.00,5.00,2.00,2011.00,250.00,52.00,0.00,360.00,0.00,,7.00,,,,
2019/05/24 6:47:47 pm GMT-6,2.00,1.00,50.00,5.00,3.00,2012.00,300.00,20.00,0.00,360.00,0.00,,8.00,,,,
2019/05/24 6:49:32 pm GMT-6,5.00,1.00,50.00,4.00,4.00,1989.00,400.00,3.00,5.00,360.00,360.00,,8.00,,,,
2019/05/24 6:50:13 pm GMT-6,2.00,1.00,50.00,2.00,4.00,2010.00,450.00,50.00,0.00,300.00,0.00,,6.00,,,,
2019/05/24 6:52:37 pm GMT-6,4.00,1.00,50.00,3.00,8.00,2013.00,450.00,4.00,20.00,360.00,200.00,,11.00,,,,
2019/05/24 6:55:05 pm GMT-6,2.00,3.00,50.00,2.00,4.00,2011.00,300.00,360.00,0.00,360.00,52.00,,6.00,,,,
2019/05/24 7:14:53 pm GMT-6,2.00,2.00,50.00,5.00,2.00,2013.00,600.00,50.00,150.00,360.00,360.00,,7.00,,,,
2019/05/24 7:23:23 pm GMT-6,2.00,4.00,50.00,2.00,2.00,1974.00,370.00,10.00,0.00,10.00,0.00,,4.00,,,,
2019/05/24 7:31:43 pm GMT-6,4.00,1.00,50.00,3.00,3.00,1994.00,300.00,100.00,0.00,360.00,360.00,,6.00,,,,
2019/05/24 7:33:57 pm GMT-6,5.00,1.00,50.00,3.00,3.00,2014.00,450.00,1.00,0.00,80.00,360.00,,6.00,,,,
2019/05/24 7:34:05 pm GMT-6,3.00,2.00,50.00,5.00,3.00,1998.00,250.00,1.00,0.00,360.00,300.00,,8.00,,,,
2019/05/24 8:20:06 pm GMT-6,4.00,2.00,50.00,3.00,4.00,2001.00,430.00,10.00,30.00,360.00,360.00,,7.00,,,,
2019/05/24 8:27:33 pm GMT-6,2.00,2.00,50.00,5.00,1.00,2010.00,500.00,2.00,10.00,360.00,10.00,,6.00,,,,
2019/05/24 8:41:32 pm GMT-6,5.00,2.00,50.00,3.00,3.00,2010.00,700.00,3.00,3.00,360.00,360.00,,6.00,,,,
2019/05/24 9:05:18 pm GMT-6,2.00,1.00,50.00,7.00,3.00,2000.00,500.00,2.00,0.00,360.00,300.00,,10.00,,,,
2019/05/25 6:52:48 am GMT-6,4.00,1.00,50.00,3.00,4.00,2005.00,300.00,4.00,52.00,360.00,300.00,,7.00,,,,
2019/05/25 7:17:13 am GMT-6,5.00,2.00,50.00,6.00,3.00,2017.00,750.00,5.00,5.00,360.00,360.00,,9.00,,,,
2019/05/25 7:25:16 am GMT-6,2.00,2.00,50.00,2.00,4.00,2005.00,400.00,3.00,0.00,360.00,0.00,,6.00,,,,
2019/05/25 7:41:01 am GMT-6,1.00,1.00,50.00,3.00,5.00,2000.00,400.00,0.00,4.00,360.00,200.00,,8.00,,,,
2019/05/25 7:43:50 am GMT-6,2.00,2.00,50.00,1.00,1.00,2013.00,412.00,6.00,20.00,360.00,4.00,,2.00,,,,
